Dataset,Generator,Feature,Metric,Value,Mean,Std,Experiment,SourceFile
2. Alzhimers,WGAN_GP,CDR,JS_Divergence,0.599361,0.599361,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,SES,JS_Divergence,0.506943,0.506943,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,EDUC,JS_Divergence,0.32466,0.32466,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,MMSE,JS_Divergence,0.315747,0.315747,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,MR Delay,JS_Divergence,0.276081,0.276081,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,ASF,JS_Divergence,0.033923,0.033923,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,eTIV,JS_Divergence,0.023947,0.023947,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,Age,JS_Divergence,0.022415,0.022415,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,WGAN_GP,nWBV,JS_Divergence,0.013876,0.013876,,feature_fidelity,Generators/Other GANS/2. Alzhimers_other GAN.ipynb
2. Alzhimers,TabDDPM,MR Delay,KS_Complement,0.7160429,0.7160429,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,EDUC,KS_Complement,0.6400429,0.6400429,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,SES,KS_Complement,0.6137668,0.6137668,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,Visit,KS_Complement,0.5702306,0.5702306,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,MMSE,KS_Complement,0.4397668,0.4397668,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,CDR,KS_Complement,0.4150429,0.4150429,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,eTIV,KS_Complement,0.3671287,0.3671287,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,ASF,KS_Complement,0.3628097,0.3628097,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,Age,KS_Complement,0.3384048,0.3384048,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,nWBV,KS_Complement,0.3327239,0.3327239,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,Group,KS_Complement,5.36193e-09,5.36193e-09,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,ASF,KS_Complement,0.9750697,0.9750697,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,eTIV,KS_Complement,0.9706032,0.9706032,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,nWBV,KS_Complement,0.9396273,0.9396273,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,Age,KS_Complement,0.9279598,0.9279598,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,SES,KS_Complement,0.8549357,0.8549357,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,EDUC,KS_Complement,0.8472359,0.8472359,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,MMSE,KS_Complement,0.83437,0.83437,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,MR Delay,KS_Complement,0.7778552,0.7778552,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,CDR,KS_Complement,0.7427212,0.7427212,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,nWBV,JS_Divergence,0.45918,0.45918,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,Age,JS_Divergence,0.44372,0.44372,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,EDUC,JS_Divergence,0.427469,0.427469,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,eTIV,JS_Divergence,0.400601,0.400601,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,ASF,JS_Divergence,0.398158,0.398158,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,CDR,JS_Divergence,0.363849,0.363849,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,MMSE,JS_Divergence,0.351163,0.351163,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,SES,JS_Divergence,0.322604,0.322604,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,MR Delay,JS_Divergence,0.223236,0.223236,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,TabDDPM,Visit,JS_Divergence,0.213185,0.213185,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,MMSE,JS_Divergence,0.063646,0.063646,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,EDUC,JS_Divergence,0.041067,0.041067,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,SES,JS_Divergence,0.030746,0.030746,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,Age,JS_Divergence,0.018842,0.018842,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,Visit,JS_Divergence,0.018125,0.018125,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,CDR,JS_Divergence,0.017673,0.017673,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,nWBV,JS_Divergence,0.014344,0.014344,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,eTIV,JS_Divergence,0.010594,0.010594,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,ASF,JS_Divergence,0.009247,0.009247,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
2. Alzhimers,ForestDiffusion,MR Delay,JS_Divergence,0.006118,0.006118,,feature_fidelity,Generators/Diffusion GANs/2. Alzhimers_diffusion.ipynb
3. Adult,CTGAN,sex,KS_Complement,0.967098,0.967098,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,marital-status,KS_Complement,0.958028,0.958028,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,education-num,KS_Complement,0.946562,0.946562,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,fnlwgt,KS_Complement,0.943389,0.943389,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,age,KS_Complement,0.936673,0.936673,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,hours-per-week,KS_Complement,0.929221,0.929221,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,relationship,KS_Complement,0.924819,0.924819,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,education,KS_Complement,0.917428,0.917428,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,workclass,KS_Complement,0.917064,0.917064,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,race,KS_Complement,0.906126,0.906126,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,native-country,KS_Complement,0.89422,0.89422,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,occupation,KS_Complement,0.872242,0.872242,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,capital-loss,KS_Complement,0.730908,0.730908,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTGAN,capital-gain,KS_Complement,0.708509,0.708509,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,capital-loss,KS_Complement,0.973957,0.973957,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,age,KS_Complement,0.95684,0.95684,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,workclass,KS_Complement,0.956447,0.956447,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,race,KS_Complement,0.954957,0.954957,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,capital-gain,KS_Complement,0.95162,0.95162,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CopulaGAN,sex,KS_Complement,0.950473,0.950473,,feature_fidelity,Generators/SDV models/3. Adult census.ipynb
3. Adult,CTABGAN,race,KS_Complement,0.977,0.977,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,income,KS_Complement,0.947,0.947,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,fnlwgt,KS_Complement,0.941,0.941,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,workclass,KS_Complement,0.940236,0.940236,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,occupation,KS_Complement,0.933194,0.933194,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,sex,KS_Complement,0.921,0.921,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,education-num,KS_Complement,0.919,0.919,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,hours-per-week,KS_Complement,0.918,0.918,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,native-country,KS_Complement,0.914813,0.914813,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,education,KS_Complement,0.905,0.905,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,marital-status,KS_Complement,0.82,0.82,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,relationship,KS_Complement,0.791,0.791,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,age,KS_Complement,0.788,0.788,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,capital-loss,KS_Complement,0.176,0.176,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,capital-gain,KS_Complement,0.08,0.08,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,sex,KS_Complement,0.956,0.956,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,fnlwgt,KS_Complement,0.875,0.875,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,relationship,KS_Complement,0.807,0.807,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,race,KS_Complement,0.773,0.773,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,income,KS_Complement,0.75,0.75,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,capital-loss,JS_Divergence,0.723181,0.723181,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,capital-gain,JS_Divergence,0.369169,0.369169,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,hours-per-week,JS_Divergence,0.262052,0.262052,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,education-num,JS_Divergence,0.100877,0.100877,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,age,JS_Divergence,0.060669,0.060669,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,relationship,JS_Divergence,0.036197,0.036197,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,fnlwgt,JS_Divergence,0.027625,0.027625,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,marital-status,JS_Divergence,0.027578,0.027578,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,native-country,JS_Divergence,0.024645,0.024645,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,occupation,JS_Divergence,0.018918,0.018918,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,education,JS_Divergence,0.018745,0.018745,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,workclass,JS_Divergence,0.007992,0.007992,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,sex,JS_Divergence,0.005356,0.005356,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,CTABGAN,race,JS_Divergence,0.001353,0.001353,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,capital-loss,JS_Divergence,0.903478,0.903478,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,capital-gain,JS_Divergence,0.893067,0.893067,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,native-country,JS_Divergence,0.650227,0.650227,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,hours-per-week,JS_Divergence,0.276317,0.276317,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,workclass,JS_Divergence,0.261051,0.261051,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,WGAN_GP,marital-status,JS_Divergence,0.25162,0.25162,,feature_fidelity,Generators/Other GANS/3. Adult census_other GAN.ipynb
3. Adult,TabDDPM,income,KS_Complement,0.994,0.994,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,sex,KS_Complement,0.766,0.766,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,capital-gain,KS_Complement,0.593,0.593,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,age,KS_Complement,0.5,0.5,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,education-num,KS_Complement,0.472,0.472,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,capital-loss,KS_Complement,0.452,0.452,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,hours-per-week,KS_Complement,0.434,0.434,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,fnlwgt,KS_Complement,0.403,0.403,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,relationship,KS_Complement,0.368,0.368,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,occupation,KS_Complement,0.358,0.358,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,race,KS_Complement,0.345,0.345,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,workclass,KS_Complement,0.101,0.101,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,education,KS_Complement,0.098,0.098,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,marital-status,KS_Complement,0.038,0.038,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,native-country,KS_Complement,0.007,0.007,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,race,KS_Complement,0.988,0.988,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,sex,KS_Complement,0.981,0.981,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,marital-status,KS_Complement,0.98,0.98,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,workclass,KS_Complement,0.971,0.971,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,income,KS_Complement,0.97,0.97,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,native-country,JS_Divergence,0.969914,0.969914,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,hours-per-week,JS_Divergence,0.927843,0.927843,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,education-num,JS_Divergence,0.882366,0.882366,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,marital-status,JS_Divergence,0.879256,0.879256,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,education,JS_Divergence,0.80059,0.80059,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,workclass,JS_Divergence,0.789259,0.789259,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,age,JS_Divergence,0.678863,0.678863,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,fnlwgt,JS_Divergence,0.675851,0.675851,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,occupation,JS_Divergence,0.505532,0.505532,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,relationship,JS_Divergence,0.471145,0.471145,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,race,JS_Divergence,0.362705,0.362705,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,capital-loss,JS_Divergence,0.347074,0.347074,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,capital-gain,JS_Divergence,0.257767,0.257767,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,TabDDPM,sex,JS_Divergence,0.05955,0.05955,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,education,JS_Divergence,0.49456,0.49456,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,capital-gain,JS_Divergence,0.357909,0.357909,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,capital-loss,JS_Divergence,0.301671,0.301671,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,hours-per-week,JS_Divergence,0.21688,0.21688,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,education-num,JS_Divergence,0.183352,0.183352,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
3. Adult,ForestDiffusion,native-country,JS_Divergence,0.029636,0.029636,,feature_fidelity,Generators/Diffusion GANs/3. Adult census_diffusion.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type9,KS_Complement,1.0,1.0,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type8,KS_Complement,1.0,1.0,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type15,KS_Complement,1.0,1.0,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type25,KS_Complement,1.0,1.0,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type17,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type16,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type28,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type35,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type21,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type27,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type36,KS_Complement,0.999,0.999,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type38,KS_Complement,0.998,0.998,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
4. Forest cover dataset,CTABGAN,Soil_Type19,KS_Complement,0.998,0.998,,feature_fidelity,Generators/Other GANS/4_Forest_Cover_other_GAN.ipynb
