Dataset,Generator,Seed,Experiment,Metric,Value,Mean,Std,Classifier,RegressionModel,Regressor,Leakage,LeakageLevel,TrainingPercentage,EvaluationType,Category,MetricValue,SourceFile
9. MAGIC Gamma Telescope,TabDDPM,,privacy,Num_Matches,1000.0,1000.0,,,,,0.0,0,100.0,Score,Privacy,1000.0,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_MAGIC_TabDDPM_ForestDiffusion.xlsx
10. Metro interstate,ForestDiffusion,,privacy,Mean_Distance,1.816702233657161,1.816702233657161,,,,,0.0,0,100.0,Score,Privacy,1.816702233657161,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,ForestDiffusion,,privacy,Median_Distance,1.654405815807491,1.654405815807491,,,,,0.0,0,100.0,Score,Privacy,1.654405815807491,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,ForestDiffusion,,privacy,Std_Distance,0.9207155559561222,0.9207155559561222,,,,,0.0,0,100.0,Score,Privacy,0.9207155559561222,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,ForestDiffusion,,privacy,Min_Distance,0.110700606241123,0.110700606241123,,,,,0.0,0,100.0,Score,Privacy,0.110700606241123,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,ForestDiffusion,,privacy,Max_Distance,6.083313832407932,6.083313832407932,,,,,0.0,0,100.0,Score,Privacy,6.083313832407932,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,TabDDPM,,privacy,Mean_Distance,5.638238186073312,5.638238186073312,,,,,0.0,0,100.0,Score,Privacy,5.638238186073312,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,TabDDPM,,privacy,Median_Distance,5.732618047667283,5.732618047667283,,,,,0.0,0,100.0,Score,Privacy,5.732618047667283,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,TabDDPM,,privacy,Std_Distance,2.359367707938793,2.359367707938793,,,,,0.0,0,100.0,Score,Privacy,2.359367707938793,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,TabDDPM,,privacy,Min_Distance,0.143010376448748,0.143010376448748,,,,,0.0,0,100.0,Score,Privacy,0.143010376448748,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
10. Metro interstate,TabDDPM,,privacy,Max_Distance,9.734178388317511,9.734178388317511,,,,,0.0,0,100.0,Score,Privacy,9.734178388317511,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_TabDDPM_ForestDiffusion_Online shopping.xlsx
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,,privacy,Mean_Distance,0.5275544018602734,0.5275544018602734,,,,,0.0,0,100.0,Score,Privacy,0.5275544018602734,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_WGAN_TabDDPM.xlsx
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,,privacy,Median_Distance,0.3181082842339501,0.3181082842339501,,,,,0.0,0,100.0,Score,Privacy,0.3181082842339501,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_WGAN_TabDDPM.xlsx
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,,privacy,Std_Distance,0.6590300099463086,0.6590300099463086,,,,,0.0,0,100.0,Score,Privacy,0.6590300099463086,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_WGAN_TabDDPM.xlsx
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,,privacy,Min_Distance,0.01268975051099411,0.01268975051099411,,,,,0.0,0,100.0,Score,Privacy,0.01268975051099411,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_WGAN_TabDDPM.xlsx
Hungarian_Mahalanobis_WGAN_TabDDPM,ForestDiffusion,,privacy,Max_Distance,7.081095993589278,7.081095993589278,,,,,0.0,0,100.0,Score,Privacy,7.081095993589278,/home/gopi.battineni/SYNTH_BENCHMARK/Generators/Diffusion GANs/Hungarian_Mahalanobis_WGAN_TabDDPM.xlsx
